id,fecha_generacion,juego,numeros,sorteo_objetivo,estado,aciertos,score_afinidad,hora_dia,algoritmo
1764953901,2025-12-05 13:58:20,LOTO,"[2, 12, 17, 20, 23, 38]",5357,AUDITADO,3,57.83,13,gaussiano_tactico_v1
1764955676,2025-12-05 14:27:56,LOTO,"[3, 5, 13, 20, 38, 39]",5357,AUDITADO,1,30.17,14,forense_biometrico_v1
1764955677,2025-12-05 14:27:56,LOTO,"[4, 9, 13, 28, 31, 32]",5357,AUDITADO,2,43.0,14,gaussiano_tactico_v1
1764956716,2025-12-05 14:45:16,LOTO,"[4, 10, 30, 32, 33, 36]",5357,AUDITADO,0,14.33,14,forense_biometrico_v1
1764956717,2025-12-05 14:45:16,LOTO,"[13, 19, 20, 22, 25, 36]",5357,AUDITADO,0,14.0,14,gaussiano_tactico_v1
1764959610,2025-12-05 15:33:30,LOTO,"[13, 14, 16, 22, 31, 41]",5357,AUDITADO,1,29.33,15,forense_biometrico_v1
1764959611,2025-12-05 15:33:30,LOTO,"[1, 7, 16, 18, 29, 39]",5357,AUDITADO,1,32.17,15,gaussiano_tactico_v1
1764961022,2025-12-05 15:57:02,LOTO,"[6, 17, 26, 28, 31, 38]",5357,AUDITADO,3,54.83,15,forense_biometrico_v1
1764961023,2025-12-05 15:57:02,LOTO,"[3, 4, 20, 32, 36, 41]",5357,AUDITADO,0,14.83,15,gaussiano_tactico_v1
1764962649,2025-12-05 16:24:09,LOTO,"[2, 21, 27, 29, 30, 34]",5357,AUDITADO,1,27.0,16,forense_biometrico_v1
1764962650,2025-12-05 16:24:09,LOTO,"[11, 14, 20, 23, 28, 37]",5357,AUDITADO,0,15.67,16,gaussiano_tactico_v1
1764963575,2025-12-05 16:39:35,LOTO,"[5, 21, 30, 33, 36, 37]",5357,AUDITADO,0,11.83,16,forense_biometrico_v1
1764963576,2025-12-05 16:39:35,LOTO,"[2, 5, 9, 33, 38, 41]",5357,AUDITADO,3,53.83,16,gaussiano_tactico_v1
1764964361,2025-12-05 16:52:41,LOTO,"[2, 5, 8, 20, 25, 28]",5357,AUDITADO,1,28.17,16,forense_biometrico_v1
1764964362,2025-12-05 16:52:41,LOTO,"[1, 2, 11, 34, 37, 41]",5357,AUDITADO,1,26.83,16,gaussiano_tactico_v1
1764966518,2025-12-05 17:28:38,LOTO,"[11, 17, 22, 27, 36, 38]",5357,AUDITADO,2,40.67,17,forense_biometrico_v1
1764966519,2025-12-05 17:28:38,LOTO,"[8, 16, 17, 19, 39, 40]",5357,AUDITADO,1,29.33,17,gaussiano_tactico_v1
1764967593,2025-12-05 17:46:33,LOTO,"[8, 19, 23, 29, 37, 39]",5357,AUDITADO,0,13.33,17,forense_biometrico_v1
1764967594,2025-12-05 17:46:33,LOTO,"[6, 14, 25, 26, 32, 41]",5357,AUDITADO,0,15.17,17,gaussiano_tactico_v1
1764969767,2025-12-05 18:22:47,LOTO,"[8, 27, 28, 36, 38, 39]",5357,AUDITADO,1,23.17,18,forense_biometrico_v1
1764969768,2025-12-05 18:22:47,LOTO,"[3, 16, 18, 32, 37, 41]",5357,AUDITADO,1,28.0,18,gaussiano_tactico_v1
1764970895,2025-12-05 18:41:35,LOTO,"[5, 14, 22, 23, 25, 29]",5357,AUDITADO,0,14.5,18,forense_biometrico_v1
1764970896,2025-12-05 18:41:35,LOTO,"[5, 9, 12, 16, 31, 41]",5357,AUDITADO,2,44.5,18,gaussiano_tactico_v1
1764971598,2025-12-05 18:53:18,LOTO,"[4, 6, 9, 26, 29, 33]",5357,AUDITADO,1,28.67,18,forense_biometrico_v1
1764971599,2025-12-05 18:53:18,LOTO,"[1, 7, 8, 30, 37, 39]",5357,AUDITADO,0,14.83,18,gaussiano_tactico_v1
1764973418,2025-12-05 19:23:38,LOTO,"[5, 24, 27, 29, 34, 38]",5357,AUDITADO,1,26.33,19,forense_biometrico_v1
1764973419,2025-12-05 19:23:38,LOTO,"[1, 4, 7, 30, 33, 38]",5357,AUDITADO,1,28.33,19,gaussiano_tactico_v1
1764974571,2025-12-05 19:42:51,LOTO,"[7, 16, 23, 29, 33, 35]",5357,AUDITADO,0,14.33,19,forense_biometrico_v1
1764974572,2025-12-05 19:42:51,LOTO,"[4, 11, 15, 34, 37, 38]",5357,AUDITADO,1,28.67,19,gaussiano_tactico_v1
1764975293,2025-12-05 19:54:53,LOTO,"[5, 12, 16, 22, 35, 38]",5357,AUDITADO,1,30.83,19,forense_biometrico_v1
1764975294,2025-12-05 19:54:53,LOTO,"[15, 17, 21, 22, 30, 32]",5357,AUDITADO,1,27.33,19,gaussiano_tactico_v1
1764976979,2025-12-05 20:22:59,LOTO,"[15, 16, 18, 21, 25, 38]",5357,AUDITADO,2,41.67,20,forense_biometrico_v1
1764976980,2025-12-05 20:22:59,LOTO,"[7, 20, 22, 24, 31, 41]",5357,AUDITADO,1,28.33,20,gaussiano_tactico_v1
1764978051,2025-12-05 20:40:51,LOTO,"[11, 15, 18, 24, 33, 35]",5357,AUDITADO,1,28.83,20,forense_biometrico_v1
1764978052,2025-12-05 20:40:51,LOTO,"[3, 8, 21, 30, 31, 40]",5357,AUDITADO,1,30.0,20,gaussiano_tactico_v1
1764978787,2025-12-05 20:53:07,LOTO,"[2, 8, 10, 26, 31, 35]",5357,AUDITADO,2,43.5,20,forense_biometrico_v1
1764978788,2025-12-05 20:53:07,LOTO,"[6, 13, 15, 26, 28, 38]",5357,AUDITADO,1,29.83,20,gaussiano_tactico_v1
1764985857,2025-12-05 22:50:57,LOTO,"[15, 17, 20, 22, 23, 29]",5357,AUDITADO,1,25.83,22,forense_biometrico_v1
1764985858,2025-12-05 22:50:57,LOTO,"[6, 19, 22, 26, 35, 40]",5357,AUDITADO,0,14.5,22,gaussiano_tactico_v1
1764990315,2025-12-06 00:05:15,LOTO,"[6, 7, 18, 31, 32, 39]",5357,AUDITADO,2,43.0,0,forense_biometrico_v1
1764990316,2025-12-06 00:05:15,LOTO,"[8, 13, 15, 22, 27, 41]",5357,AUDITADO,0,16.17,0,gaussiano_tactico_v1
1764990801,2025-12-06 00:13:21,LOTO,"[4, 5, 12, 21, 37, 41]",5357,AUDITADO,0,16.17,0,forense_biometrico_v1
1764990802,2025-12-06 00:13:21,LOTO,"[3, 9, 11, 25, 30, 40]",5357,AUDITADO,1,30.5,0,gaussiano_tactico_v1
1764992990,2025-12-06 00:49:50,LOTO,"[2, 11, 18, 21, 22, 32]",5357,AUDITADO,2,43.17,0,forense_biometrico_v1
1764992991,2025-12-06 00:49:50,LOTO,"[4, 13, 20, 21, 28, 31]",5357,AUDITADO,1,29.67,0,gaussiano_tactico_v1
1764995271,2025-12-06 01:27:51,LOTO,"[5, 20, 22, 23, 33, 37]",5357,AUDITADO,0,15.5,1,forense_biometrico_v1
1764995272,2025-12-06 01:27:51,LOTO,"[6, 10, 15, 25, 29, 39]",5357,AUDITADO,0,17.17,1,gaussiano_tactico_v1
1764996343,2025-12-06 01:45:43,LOTO,"[1, 17, 21, 33, 34, 40]",5357,AUDITADO,1,27.83,1,forense_biometrico_v1
1764996344,2025-12-06 01:45:43,LOTO,"[3, 13, 24, 29, 33, 34]",5357,AUDITADO,0,15.17,1,gaussiano_tactico_v1
1764998624,2025-12-06 02:23:44,LOTO,"[6, 9, 12, 23, 25, 41]",5357,AUDITADO,1,29.5,2,forense_biometrico_v1
1764998625,2025-12-06 02:23:44,LOTO,"[3, 16, 20, 29, 31, 41]",5357,AUDITADO,1,29.17,2,gaussiano_tactico_v1
1764999769,2025-12-06 02:42:49,LOTO,"[12, 25, 27, 35, 36, 38]",5357,AUDITADO,1,23.67,2,forense_biometrico_v1
1764999770,2025-12-06 02:42:49,LOTO,"[1, 8, 21, 24, 35, 40]",5357,AUDITADO,0,17.0,2,gaussiano_tactico_v1
1765000519,2025-12-06 02:55:19,LOTO,"[13, 18, 23, 27, 28, 37]",5357,AUDITADO,1,26.83,2,forense_biometrico_v1
1765000520,2025-12-06 02:55:19,LOTO,"[3, 7, 8, 15, 29, 40]",5357,AUDITADO,0,16.83,2,gaussiano_tactico_v1
1765002856,2025-12-06 03:34:16,LOTO,"[8, 21, 27, 31, 33, 38]",5357,AUDITADO,2,39.5,3,forense_biometrico_v1
1765002857,2025-12-06 03:34:16,LOTO,"[2, 3, 5, 27, 36, 39]",5357,AUDITADO,1,27.83,3,gaussiano_tactico_v1
1765004165,2025-12-06 03:56:05,LOTO,"[1, 13, 21, 25, 33, 37]",5357,AUDITADO,0,16.83,3,forense_biometrico_v1
1765004166,2025-12-06 03:56:05,LOTO,"[5, 12, 21, 23, 34, 39]",5357,AUDITADO,0,16.83,3,gaussiano_tactico_v1
1765005834,2025-12-06 04:23:54,LOTO,"[4, 14, 15, 24, 26, 39]",5357,AUDITADO,0,16.5,4,forense_biometrico_v1
1765005835,2025-12-06 04:23:54,LOTO,"[3, 4, 17, 20, 28, 41]",5357,AUDITADO,1,31.0,4,gaussiano_tactico_v1
1765006774,2025-12-06 04:39:34,LOTO,"[6, 11, 25, 26, 37, 38]",5357,AUDITADO,1,28.67,4,forense_biometrico_v1
1765006775,2025-12-06 04:39:34,LOTO,"[1, 6, 19, 20, 32, 34]",5357,AUDITADO,0,17.83,4,gaussiano_tactico_v1
1765007564,2025-12-06 04:52:44,LOTO,"[1, 5, 24, 26, 33, 39]",5357,AUDITADO,0,16.17,4,forense_biometrico_v1
1765007565,2025-12-06 04:52:44,LOTO,"[5, 17, 19, 28, 29, 34]",5357,AUDITADO,1,28.5,4,gaussiano_tactico_v1
1765009824,2025-12-06 05:30:24,LOTO,"[3, 16, 22, 23, 31, 41]",5357,AUDITADO,1,29.83,5,forense_biometrico_v1
1765009825,2025-12-06 05:30:24,LOTO,"[8, 15, 19, 20, 22, 37]",5357,AUDITADO,0,15.67,5,gaussiano_tactico_v1
1765011272,2025-12-06 05:54:32,LOTO,"[3, 5, 11, 31, 38, 39]",5357,AUDITADO,2,41.33,5,forense_biometrico_v1
1765011273,2025-12-06 05:54:32,LOTO,"[5, 17, 18, 22, 33, 36]",5357,AUDITADO,2,43.33,5,gaussiano_tactico_v1
1765013043,2025-12-06 06:24:03,LOTO,"[5, 13, 20, 23, 37, 38]",5357,AUDITADO,1,29.83,6,forense_biometrico_v1
1765013044,2025-12-06 06:24:03,LOTO,"[4, 13, 19, 31, 32, 41]",5357,AUDITADO,1,29.17,6,gaussiano_tactico_v1
1765014059,2025-12-06 06:40:59,LOTO,"[1, 5, 25, 30, 37, 40]",5357,AUDITADO,0,14.5,6,forense_biometrico_v1
1765014060,2025-12-06 06:40:59,LOTO,"[1, 4, 6, 20, 37, 38]",5357,AUDITADO,1,29.17,6,gaussiano_tactico_v1
1765014787,2025-12-06 06:53:07,LOTO,"[2, 8, 10, 12, 26, 34]",5357,AUDITADO,1,29.5,6,forense_biometrico_v1
1765014788,2025-12-06 06:53:07,LOTO,"[2, 7, 14, 17, 27, 40]",5357,AUDITADO,2,44.67,6,gaussiano_tactico_v1
1765016662,2025-12-06 07:24:22,LOTO,"[7, 10, 13, 16, 26, 32]",5357,AUDITADO,0,16.17,7,forense_biometrico_v1
1765016663,2025-12-06 07:24:22,LOTO,"[5, 14, 22, 23, 28, 41]",5357,AUDITADO,0,16.0,7,gaussiano_tactico_v1
1765017780,2025-12-06 07:43:00,LOTO,"[7, 9, 17, 19, 20, 36]",5357,AUDITADO,2,43.5,7,forense_biometrico_v1
1765017781,2025-12-06 07:43:00,LOTO,"[1, 4, 20, 27, 29, 30]",5357,AUDITADO,0,15.33,7,gaussiano_tactico_v1
1765018514,2025-12-06 07:55:14,LOTO,"[12, 19, 21, 28, 32, 37]",5357,AUDITADO,0,14.0,7,forense_biometrico_v1
1765018515,2025-12-06 07:55:14,LOTO,"[4, 8, 9, 18, 37, 40]",5357,AUDITADO,2,43.5,7,gaussiano_tactico_v1
1765019948,2025-12-06 08:19:08,LOTO,"[2, 16, 23, 26, 30, 41]",5357,AUDITADO,1,29.17,8,forense_biometrico_v1
1765019949,2025-12-06 08:19:08,LOTO,"[8, 16, 23, 24, 30, 41]",5357,AUDITADO,0,15.17,8,gaussiano_tactico_v1
1765021157,2025-12-06 08:39:17,LOTO,"[2, 11, 27, 29, 36, 39]",5357,AUDITADO,1,28.5,8,forense_biometrico_v1
1765021158,2025-12-06 08:39:17,LOTO,"[3, 5, 19, 34, 36, 37]",5357,AUDITADO,0,15.17,8,gaussiano_tactico_v1
1765021962,2025-12-06 08:52:42,LOTO,"[3, 13, 15, 22, 25, 34]",5357,AUDITADO,0,16.5,8,forense_biometrico_v1
1765021963,2025-12-06 08:52:42,LOTO,"[2, 8, 14, 32, 35, 37]",5357,AUDITADO,1,29.5,8,gaussiano_tactico_v1
1765025211,2025-12-06 09:46:51,LOTO,"[7, 11, 16, 25, 33, 34]",5357,AUDITADO,0,16.5,9,forense_biometrico_v1
1765025212,2025-12-06 09:46:51,LOTO,"[5, 8, 20, 21, 25, 28]",5357,AUDITADO,0,15.67,9,gaussiano_tactico_v1
1765027803,2025-12-06 10:30:03,LOTO,"[5, 14, 21, 24, 39, 41]",5357,AUDITADO,0,15.17,10,forense_biometrico_v1
1765027804,2025-12-06 10:30:03,LOTO,"[4, 6, 22, 31, 39, 40]",5357,AUDITADO,1,27.83,10,gaussiano_tactico_v1
1765028699,2025-12-06 10:44:59,LOTO,"[2, 8, 10, 11, 20, 35]",5357,AUDITADO,1,28.5,10,forense_biometrico_v1
1765028700,2025-12-06 10:44:59,LOTO,"[1, 9, 26, 32, 34, 37]",5357,AUDITADO,1,28.67,10,gaussiano_tactico_v1
1765029426,2025-12-06 10:57:06,LOTO,"[4, 10, 19, 28, 35, 37]",5357,AUDITADO,0,16.67,10,forense_biometrico_v1
1765029427,2025-12-06 10:57:06,LOTO,"[4, 8, 17, 22, 33, 37]",5357,AUDITADO,1,31.67,10,gaussiano_tactico_v1
1765031067,2025-12-06 11:24:27,LOTO,"[7, 10, 11, 24, 34, 36]",5357,AUDITADO,0,16.17,11,forense_biometrico_v1
1765031068,2025-12-06 11:24:27,LOTO,"[1, 14, 19, 22, 26, 35]",5357,AUDITADO,0,16.67,11,gaussiano_tactico_v1
1765032102,2025-12-06 11:41:42,LOTO,"[2, 7, 28, 37, 38, 41]",5357,AUDITADO,2,39.67,11,forense_biometrico_v1
1765032103,2025-12-06 11:41:42,LOTO,"[2, 16, 22, 25, 31, 37]",5357,AUDITADO,2,43.33,11,gaussiano_tactico_v1
1765032819,2025-12-06 11:53:39,LOTO,"[5, 9, 20, 27, 29, 37]",5357,AUDITADO,1,30.33,11,forense_biometrico_v1
1765032820,2025-12-06 11:53:39,LOTO,"[2, 9, 21, 22, 25, 36]",5357,AUDITADO,2,44.0,11,gaussiano_tactico_v1
1765034545,2025-12-06 12:22:25,LOTO,"[5, 12, 26, 29, 32, 38]",5357,AUDITADO,1,28.83,12,forense_biometrico_v1
1765034546,2025-12-06 12:22:25,LOTO,"[1, 14, 18, 27, 32, 40]",5357,AUDITADO,1,30.17,12,gaussiano_tactico_v1
1765035641,2025-12-06 12:40:41,LOTO,"[6, 8, 16, 28, 35, 39]",5357,AUDITADO,0,16.5,12,forense_biometrico_v1
1765035642,2025-12-06 12:40:41,LOTO,"[1, 12, 14, 23, 29, 31]",5357,AUDITADO,1,29.83,12,gaussiano_tactico_v1
1765036385,2025-12-06 12:53:05,LOTO,"[2, 20, 23, 25, 35, 38]",5357,AUDITADO,2,42.0,12,forense_biometrico_v1
1765036386,2025-12-06 12:53:05,LOTO,"[5, 18, 24, 31, 35, 37]",5357,AUDITADO,2,40.5,12,gaussiano_tactico_v1
1765038515,2025-12-06 13:28:35,LOTO,"[2, 6, 10, 32, 38, 40]",5357,AUDITADO,2,41.17,13,forense_biometrico_v1
1765038516,2025-12-06 13:28:35,LOTO,"[5, 8, 18, 19, 25, 40]",5357,AUDITADO,1,31.0,13,gaussiano_tactico_v1
1765039666,2025-12-06 13:47:46,LOTO,"[2, 8, 12, 20, 35, 37]",5357,AUDITADO,1,31.17,13,forense_biometrico_v1
1765039667,2025-12-06 13:47:46,LOTO,"[5, 11, 17, 25, 28, 30]",5357,AUDITADO,1,29.5,13,gaussiano_tactico_v1
1765041590,2025-12-06 14:19:50,LOTO,"[2, 17, 19, 20, 25, 39]",5357,AUDITADO,2,43.5,14,forense_biometrico_v1
1765041591,2025-12-06 14:19:50,LOTO,"[2, 3, 10, 20, 33, 41]",5357,AUDITADO,1,30.0,14,gaussiano_tactico_v1
1765042833,2025-12-06 14:40:33,LOTO,"[8, 9, 11, 14, 15, 29]",5357,AUDITADO,1,26.5,14,forense_biometrico_v1
1765042834,2025-12-06 14:40:33,LOTO,"[7, 10, 12, 22, 25, 28]",5357,AUDITADO,0,14.83,14,gaussiano_tactico_v1
1765043571,2025-12-06 14:52:51,LOTO,"[3, 6, 21, 27, 37, 39]",5357,AUDITADO,0,16.0,14,forense_biometrico_v1
1765043572,2025-12-06 14:52:51,LOTO,"[2, 9, 18, 24, 28, 33]",5357,AUDITADO,3,57.5,14,gaussiano_tactico_v1
1765045946,2025-12-06 15:32:26,LOTO,"[1, 2, 14, 24, 33, 34]",5357,AUDITADO,1,29.5,15,forense_biometrico_v1
1765045947,2025-12-06 15:32:26,LOTO,"[12, 17, 19, 22, 33, 37]",5357,AUDITADO,1,28.83,15,gaussiano_tactico_v1
1765047278,2025-12-06 15:54:38,LOTO,"[6, 19, 27, 30, 31, 33]",5357,AUDITADO,1,26.5,15,forense_biometrico_v1
1765047279,2025-12-06 15:54:38,LOTO,"[9, 12, 26, 29, 32, 37]",5357,AUDITADO,1,28.0,15,gaussiano_tactico_v1
1765048727,2025-12-06 16:18:47,LOTO,"[8, 10, 31, 37, 40, 41]",5357,AUDITADO,1,24.67,16,forense_biometrico_v1
1765048728,2025-12-06 16:18:47,LOTO,"[7, 8, 22, 23, 26, 34]",5357,AUDITADO,0,15.83,16,gaussiano_tactico_v1
1765049937,2025-12-06 16:38:57,LOTO,"[4, 12, 14, 21, 24, 32]",5357,AUDITADO,0,16.0,16,forense_biometrico_v1
1765049938,2025-12-06 16:38:57,LOTO,"[2, 5, 25, 27, 40, 41]",5357,AUDITADO,1,27.83,16,gaussiano_tactico_v1
1765050727,2025-12-06 16:52:07,LOTO,"[9, 12, 14, 23, 25, 30]",5357,AUDITADO,1,28.0,16,forense_biometrico_v1
1765050728,2025-12-06 16:52:07,LOTO,"[3, 11, 17, 23, 24, 40]",5357,AUDITADO,1,30.5,16,gaussiano_tactico_v1
1765052746,2025-12-06 17:25:46,LOTO,"[13, 16, 22, 29, 33, 36]",5357,AUDITADO,0,13.67,17,forense_biometrico_v1
1765052747,2025-12-06 17:25:46,LOTO,"[1, 8, 20, 35, 39, 41]",5357,AUDITADO,0,14.5,17,gaussiano_tactico_v1
1765053735,2025-12-06 17:42:15,LOTO,"[9, 20, 27, 31, 33, 36]",5357,AUDITADO,2,39.17,17,forense_biometrico_v1
1765053736,2025-12-06 17:42:15,LOTO,"[2, 6, 25, 27, 39, 41]",5357,AUDITADO,1,28.17,17,gaussiano_tactico_v1
1765054484,2025-12-06 17:54:44,LOTO,"[7, 16, 27, 28, 29, 37]",5357,AUDITADO,0,14.17,17,forense_biometrico_v1
1765054485,2025-12-06 17:54:44,LOTO,"[1, 4, 25, 28, 30, 34]",5357,AUDITADO,0,15.17,17,gaussiano_tactico_v1
1765056027,2025-12-06 18:20:27,LOTO,"[9, 18, 27, 30, 36, 37]",5357,AUDITADO,2,39.33,18,forense_biometrico_v1
1765056028,2025-12-06 18:20:27,LOTO,"[4, 10, 11, 25, 27, 41]",5357,AUDITADO,0,16.17,18,gaussiano_tactico_v1
1765057195,2025-12-06 18:39:55,LOTO,"[14, 19, 20, 22, 24, 30]",5357,AUDITADO,0,12.67,18,forense_biometrico_v1
1765057196,2025-12-06 18:39:55,LOTO,"[3, 5, 21, 31, 36, 38]",5357,AUDITADO,2,42.17,18,gaussiano_tactico_v1
1765057949,2025-12-06 18:52:29,LOTO,"[12, 13, 27, 30, 36, 37]",5357,AUDITADO,0,13.0,18,forense_biometrico_v1
1765057950,2025-12-06 18:52:29,LOTO,"[10, 12, 21, 22, 33, 39]",5357,AUDITADO,0,16.33,18,gaussiano_tactico_v1
1765059771,2025-12-06 19:22:51,LOTO,"[14, 20, 21, 26, 32, 36]",5357,AUDITADO,0,13.67,19,forense_biometrico_v1
1765059772,2025-12-06 19:22:51,LOTO,"[14, 21, 24, 27, 31, 33]",5357,AUDITADO,1,25.83,19,gaussiano_tactico_v1
1765060945,2025-12-06 19:42:25,LOTO,"[7, 15, 16, 24, 35, 36]",5357,AUDITADO,0,16.0,19,forense_biometrico_v1
1765060946,2025-12-06 19:42:25,LOTO,"[3, 8, 14, 20, 33, 37]",5357,AUDITADO,0,18.33,19,gaussiano_tactico_v1
1765061692,2025-12-06 19:54:52,LOTO,"[3, 10, 16, 26, 27, 30]",5357,AUDITADO,0,16.17,19,forense_biometrico_v1
1765061693,2025-12-06 19:54:52,LOTO,"[11, 21, 25, 28, 30, 34]",5357,AUDITADO,0,12.67,19,gaussiano_tactico_v1
1765063321,2025-12-06 20:22:01,LOTO,"[5, 10, 12, 33, 34, 38]",5357,AUDITADO,1,28.83,20,forense_biometrico_v1
1765063322,2025-12-06 20:22:01,LOTO,"[3, 12, 13, 18, 33, 39]",5357,AUDITADO,1,31.5,20,gaussiano_tactico_v1
